TARA_ASW_MAG_00039,38832,Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas
TARA_PSW_MAG_00056,28890,Archaea;Euryarchaeota
TARA_ANW_MAG_00087,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_ASW_MAG_00031,2742,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter
TARA_MED_MAG_00081,1655514,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TARA_PSW_MAG_00098,1655514,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TARA_RED_MAG_00104,2742,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter
TARA_MED_MAG_00137,1,
TARA_IOS_MAG_00008,1,
TARA_MED_MAG_00095,28890,Archaea;Euryarchaeota
TARA_PSW_MAG_00062,72274,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales
TARA_ANE_MAG_00071,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_PSW_MAG_00115,41295,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
TARA_PSW_MAG_00049,1,
TARA_PSE_MAG_00035,28256,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae
TARA_PSE_MAG_00037,2,Bacteria
TARA_ASW_MAG_00015,1,
TARA_ASW_MAG_00034,38832,Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas
TARA_ASE_MAG_00016,28890,Archaea;Euryarchaeota
TARA_MED_MAG_00078,1,
TARA_ANE_MAG_00070,768503,Bacteria;Bacteroidetes;Cytophagia
TARA_MED_MAG_00048,2037,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales
TARA_IOS_MAG_00026,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_PSW_MAG_00133,2759,Eukaryota
TARA_ASW_MAG_00044,53246,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
TARA_ION_MAG_00073,2902,Eukaryota;Isochrysidales;Noelaerhabdaceae;Emiliania
TARA_RED_MAG_00103,335929,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
TARA_ION_MAG_00056,415000,Bacteria;Verrucomicrobia;Opitutae;Opitutales
TARA_PSW_MAG_00070,203557,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
TARA_MED_MAG_00032,356,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
TARA_IOS_MAG_00029,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_PSE_MAG_00150,468,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
TARA_ANE_MAG_00051,200644,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales
TARA_MED_MAG_00014,48461,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales
TARA_PSW_MAG_00016,1224,Bacteria;Proteobacteria
TARA_MED_MAG_00029,1,
TARA_RED_MAG_00112,2759,Eukaryota
TARA_ANE_MAG_00078,1236,Bacteria;Proteobacteria;Gammaproteobacteria
TARA_ASE_MAG_00010,766,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales
TARA_PSE_MAG_00092,1655514,Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae
TARA_MED_MAG_00059,356,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
TARA_PSE_MAG_00078,49546,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
TARA_ANE_MAG_00038,203557,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
