Genome ID,Domain,Phylum,Class,Order,Family,Genus,Species
TOBG_CPC-58,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_SP-205,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null
TOBG_EAC-7,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_CPC-76,Bacteria,Proteobacteria,Deltaproteobacteria,null,null,null,null
TOBG_CPC-74,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE4,null
TOBG_CPC-75,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE2,null
TOBG_CPC-72,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,null,null
TOBG_CPC-73,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE2,null
TOBG_CPC-70,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Aequorivita,null
TOBG_CPC-71,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_E,null
TOBG_CPC-90,Bacteria,Actinobacteria,novelClass_A,null,null,null,null
TOBG_CPC-91,Bacteria,Actinobacteria,novelClass_A,null,null,null,null
TOBG_CPC-92,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_D,null,null,null
TOBG_CPC-93,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,null
TOBG_CPC-94,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,null
TOBG_CPC-95,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null
TOBG_CPC-96,Bacteria,Planctomycetes,Phycisphaerae,novelOrder_D,novelFamily_A,null,null
TOBG_CPC-97,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,null,null,null
TOBG_CPC-52,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,null,null
TOBG_ARS-88,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null
TOBG_NAT-250,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,null,null
TOBG_NAT-251,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NAT-252,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_NAT-253,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Pimelobacter,null
TOBG_NAT-254,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,null
TOBG_NAT-255,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_NAT-256,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_NAT-257,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_J,null
TOBG_NAT-258,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SP-4154,Bacteria,novelPhylum_C,null,null,null,null,null
TOBG_SP-4150,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_MED-763,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null
TOBG_MED-762,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_MED-767,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null
TOBG_MED-766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE7,null
TOBG_MED-765,Bacteria,Proteobacteria,novelClass_B,null,null,null,null
TOBG_NAT-333,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null
TOBG_MED-769,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null
TOBG_MED-768,Bacteria,Proteobacteria,novelClass_B,null,null,null,null
TOBG_SAT-88,Bacteria,proteobacteria,Gammaproteobacteria,Pseudomonadales,pseudomonadaceae,Pseudomonas,Xanthomarina
TOBG_SP-2998,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null
TOBG_SAT-51,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cytophagaceae,null,null
TOBG_SAT-230,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,null,null
TOBG_SAT-52,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,null
TOBG_MED-619,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null
TOBG_MED-618,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-617,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null
TOBG_MED-616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_MED-615,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE1,null
TOBG_MED-614,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null
TOBG_MED-613,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,null
TOBG_MED-612,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,CaThioglobus,null
TOBG_MED-611,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE1,null
TOBG_SAT-56,Bacteria,Planctomycetes,Phycisphaerae,SM1A02,null,null,null
TOBG_NP-1324,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_SAT-57,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,null,null
TOBG_NP-1321,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_B,null
TOBG_SAT-110,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,null
TOBG_ARS-1330,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,novelFamily_A,null,null
TOBG_ARS-1334,Archaea,null,null,null,null,null,null
TOBG_MED-581,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_ARS-1426,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_ARS-1427,Archaea,Diapherotrites,null,null,null,null,null
TOBG_ARS-1420,Archaea,Nanoarchaoeta,null,null,null,null,null
TOBG_SAT-2587,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,null,null
TOBG_RS-453,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_RS-452,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_E,null,null
TOBG_RS-450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,null
TOBG_RS-457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_RS-456,Bacteria,Acidobacteria,null,null,novelFamily_B,null,null
TOBG_RS-455,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null
TOBG_RS-454,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_RS-459,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_C,null,null,null
TOBG_RS-458,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,Gemmatimonadales,null,null,null
TOBG_MED-1122,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_B,null,null
TOBG_ARS-1043,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,null,null
TOBG_ARS-1041,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_NP-49,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,null,null
TOBG_ARS-1199,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_NP-42,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,null,null
TOBG_NP-43,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,null
TOBG_NP-40,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,null
TOBG_NP-41,Bacteria,Poribacteria,null,null,null,null,null
TOBG_NP-47,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,novelGenus_A,null
TOBG_ARS-1193,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_SAT-1345,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,null
TOBG_SAT-1344,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SAT-1346,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null
TOBG_SAT-1340,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null
TOBG_SP-349,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_SAT-1342,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_SP-347,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,null,null
TOBG_SP-346,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null
TOBG_SP-344,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_SP-343,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_SP-342,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_SP-341,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SP-189,Archaea,Euryarcheoata,null,null,novelFamily_B,null,null
TOBG_SP-188,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_SP-181,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,null,null
TOBG_SP-180,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,null
TOBG_SP-183,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-182,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,null,null
TOBG_SP-185,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_SP-184,Bacteria,Planctomycetes,Phycisphaerae,SM1A02,null,null,null
TOBG_SP-187,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SP-186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,null
TOBG_RS-697,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-4300,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null
TOBG_RS-678,Archaea,Heimdallarchaeota,null,null,null,null,null
TOBG_SAT-2956,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-972,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-299,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,novel_familyE1,null,null
TOBG_SP-295,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_SP-294,Bacteria,Chloroflexi,novelClass_E,novelOrder_C,null,null,null
TOBG_SP-296,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,null,null,null,null
TOBG_SP-291,Bacteria,proteobacteria,Gammaproteobacteria,Pseudomonadales,pseudomonadaceae,Pseudomonas,Xanthomarina
TOBG_SP-293,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,null
TOBG_SP-292,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,null
TOBG_SAT-1585,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_A,null
TOBG_SAT-1581,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_SAT-1568,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null
TOBG_SAT-1567,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_SAT-1561,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null
TOBG_SAT-1560,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,null
TOBG_SAT-122,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_SAT-121,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,null
TOBG_NP-1159,Archaea,Euryarcheoata,null,null,null,null,null
TOBG_SAT-127,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_NAT-243,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null
TOBG_NAT-242,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null
TOBG_NAT-241,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_NAT-240,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_NAT-246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE4,null
TOBG_NAT-245,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_B,null,null,null
TOBG_NAT-248,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,null
TOBG_SAT-128,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,null,null,null,null
TOBG_MED-758,Bacteria,Actinobacteria,novelClass_A,null,null,null,null
TOBG_MED-759,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null
TOBG_MED-756,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Geminicoccus,null
TOBG_MED-757,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-754,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,null
TOBG_MED-752,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Micavibrio,null
TOBG_MED-753,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_MED-750,Bacteria,Chloroflexi,SAR202-2,novelOrder_A,null,null,null
TOBG_MED-751,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_D,null,null,null
TOBG_SAT-95,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_SAT-97,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,null,null
TOBG_MED-598,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-599,Bacteria,Poribacteria,null,null,null,null,null
TOBG_CPC-288,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null
TOBG_MED-594,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null
TOBG_MED-595,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null
TOBG_MED-596,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,null,null,null
TOBG_MED-597,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,null,null
TOBG_MED-590,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null
TOBG_MED-591,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_F,null,null,null
TOBG_MED-592,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,null,null
TOBG_MED-593,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,novelGenus_A,null
TOBG_MED-628,Bacteria,Actinobacteria,novelClass_A,null,null,null,null
TOBG_MED-629,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_B,null,null
TOBG_MED-622,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_MED-623,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_MED-620,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nisaea,null
TOBG_MED-621,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_MED-626,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null
TOBG_MED-627,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,null,null,null
TOBG_MED-624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,null
TOBG_MED-625,Archaea,Euryarcheoata,null,null,novelFamily_J,null,null
TOBG_SP-3971,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-138,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,null,null,null,null
TOBG_RS-421,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-136,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SP-137,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null
TOBG_SAT-2755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null
TOBG_ARS-1298,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-1297,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Micavibrio,null
TOBG_ARS-1290,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-1160,Archaea,Pacearchaeota,null,null,null,null,null
TOBG_SP-1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,null,null
TOBG_SAT-3048,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_NAT-13,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_NAT-11,Archaea,Euryarcheoata,null,null,novelFamily_B,null,null
TOBG_NAT-10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,null
TOBG_NAT-17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,null
TOBG_NAT-15,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zunongwangia,profunda
TOBG_NAT-14,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,null
TOBG_RS-449,Bacteria,Chloroflexi,novelClass_B,null,null,null,null
TOBG_NAT-19,Bacteria,Planctomycetes,OM190,null,null,null,null
TOBG_NAT-18,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null
TOBG_SP-8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-9,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,novel_familyE2,null,null
TOBG_NP-59,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_NP-58,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null
TOBG_NP-51,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_NP-50,Bacteria,Proteobacteria,Nitrospinae,null,null,null,null
TOBG_NP-53,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_B,null,null
TOBG_NP-52,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,novelFamily_A,null,null
TOBG_NP-55,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NP-54,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_NP-57,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_C,null
TOBG_NP-56,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,null
TOBG_SAT-1356,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null
TOBG_SP-4220,Bacteria,Chloroflexi,novelClass_E,novelOrder_D,null,null,null
TOBG_SP-4222,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_SP-358,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,null
TOBG_SP-359,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-354,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SAT-2804,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,null
TOBG_SP-350,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,idiomarina,null
TOBG_SP-351,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_SAT-1358,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SAT-1359,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_CPC-1469,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_A,null,null
TOBG_SP-198,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,novel_familyE2,null,null
TOBG_SP-196,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_SP-197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-194,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null
TOBG_SP-195,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_SP-192,Archaea,Euryarcheoata,null,null,novelFamily_H,null,null
TOBG_SP-193,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,null
TOBG_CPC-1462,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Woeseiaceae,null,null
TOBG_SP-3982,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_NAT-495,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NAT-493,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_RS-668,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE7,null
TOBG_NAT-653,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_MED-965,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,novel_familyE1,null,null
TOBG_SAT-1507,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_RS-429,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_SP-282,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_RS-426,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-281,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_SP-286,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-287,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SP-284,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_SP-288,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,null
TOBG_SP-289,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_RS-425,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_RS-422,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null
TOBG_RS-423,Bacteria,Poribacteria,null,null,null,null,null
TOBG_SAT-6,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,null
TOBG_IN-929,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE1,null
TOBG_SAT-7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,null
TOBG_IN-928,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null
TOBG_SAT-4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,null
TOBG_ARS-43,Archaea,Euryarcheoata,null,null,null,null,null
TOBG_ARS-42,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_ARS-41,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,null
TOBG_ARS-40,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null
TOBG_ARS-47,Archaea,Euryarcheoata,null,null,novelFamily_I,null,null
TOBG_ARS-46,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_ARS-45,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,null,null
TOBG_ARS-44,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_SAT-1576,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,null
TOBG_ARS-49,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_SAT-3,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null
TOBG_RS-445,Bacteria,Acidobacteria,null,null,novelFamily_B,null,null
TOBG_SAT-2751,Bacteria,Marinimicrobia,null,null,null,null,null
