Genome ID,Domain,Phylum,Class,Order,Family,Genus,Species
TOBG_RS-428,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,null
TOBG_NP-1463,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,null,null,null,null
TOBG_SP-4236,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_B,null,null,null
TOBG_MED-105,Bacteria,Cyanobacteria,null,Prochlorales,Prochlorococcaceae,Prochlorococcus,null
TOBG_MED-104,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null
TOBG_EAC-2094,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NAT-278,Bacteria,Proteobacteria,Nitrospinae,Nitrospinales,Nitrospinaceae,Nitrospina,null
TOBG_NAT-276,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,null
TOBG_NAT-277,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_C,null,null,null
TOBG_NAT-274,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NAT-272,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,null
TOBG_NAT-270,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_B,null
TOBG_NAT-271,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_B,null,null,null
TOBG_SP-348,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_NAT-472,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_MED-569,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_C,null
TOBG_RS-604,Archaea,Euryarcheoata,null,null,novelFamily_B,null,null
TOBG_MED-749,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_A,null
TOBG_MED-748,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null
TOBG_MED-741,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,null
TOBG_MED-740,Archaea,Thaumarchaeota,null,null,null,null,null
TOBG_MED-743,Archaea,Euryarcheoata,null,null,novelFamily_H,null,null
TOBG_MED-742,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null
TOBG_MED-745,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null
TOBG_MED-744,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,null,null
TOBG_MED-747,Bacteria,Bacteroidetes,null,null,null,null,null
TOBG_MED-746,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_CPC-299,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_EAC-96,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassopira,null
TOBG_EAC-95,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Xanthomarina,null
TOBG_CPC-39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,null
TOBG_EAC-93,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_EAC-92,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_A,novelSpecies_A
TOBG_EAC-91,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,null,null
TOBG_MED-586,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_CPC-293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_MED-584,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,null
TOBG_CPC-295,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null
TOBG_CPC-297,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null
TOBG_CPC-296,Bacteria,null,null,null,null,null,null
TOBG_NAT-3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,null
TOBG_NAT-2,Bacteria,Planctomycetes,Pla3,null,null,null,null
TOBG_NAT-1,Bacteria,Poribacteria,null,null,null,null,null
TOBG_SP-154,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_NAT-7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,null
TOBG_NAT-6,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Rhodothermaceae,null,null
TOBG_NAT-5,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Aequorivita,null
TOBG_NAT-4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,null,null,null
TOBG_NP-1521,Archaea,Euryarcheoata,null,null,novelFamily_I,null,null
TOBG_NAT-9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,null
TOBG_NAT-8,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandracinaceae,Sandaracinus,null
TOBG_SP-222,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_ARS-120,Bacteria,Proteobacteria,Deltaproteobacteria,null,null,null,null
TOBG_ARS-125,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-124,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_IN-8,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,null
TOBG_MED-635,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null
TOBG_MED-634,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,null,null,null
TOBG_MED-637,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,novelFamily_A,null,null
TOBG_MED-636,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_D,null
TOBG_MED-630,Bacteria,Cyanobacteria,null,Prochlorales,Prochlorococcaceae,Prochlorococcus,null
TOBG_MED-633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,null
TOBG_MED-632,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,null,null
TOBG_SP-4060,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_MED-638,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null
TOBG_ARS-1183,Bacteria,Woesebacteria,null,null,null,null,null
TOBG_SP-32,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null
TOBG_SP-30,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_B,null,null
TOBG_SP-31,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_D,null,null
TOBG_SP-36,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,null
TOBG_SP-37,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,null,null
TOBG_SP-34,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,null,Roseibacillus,null
TOBG_SP-35,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null
TOBG_EAC-2074,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NP-1180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE4,null
TOBG_SP-39,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_C,null,null
TOBG_SAT-196,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,null
TOBG_SAT-197,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,null,null
TOBG_SAT-194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,null
TOBG_SAT-195,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,null,null
TOBG_SAT-190,Archaea,Euryarcheoata,null,null,novelFamily_G,null,null
TOBG_SAT-191,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null
TOBG_SAT-198,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,null
TOBG_SAT-199,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null
TOBG_RS-659,Bacteria,Chloroflexi,SAR202-2,novelOrder_A,null,null,null
TOBG_ARS-1180,Archaea,Pacearchaeota,null,null,null,null,null
TOBG_ARS-1441,Archaea,Woesearchaeota,null,null,null,null,null
TOBG_SAT-9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_ARS-1285,Archaea,Pacearchaeota,null,null,null,null,null
TOBG_ARS-1286,Archaea,Nanoarchaoeta,null,null,null,null,null
TOBG_EAC-100,Archaea,Euryarcheoata,null,null,novelFamily_G,null,null
TOBG_EAC-101,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,null
TOBG_EAC-102,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,null,null,null
TOBG_EAC-104,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,null
TOBG_EAC-105,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_EAC-107,Archaea,Euryarcheoata,null,null,novelFamily_C,null,null
TOBG_EAC-108,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Aequorivita,null
TOBG_EAC-109,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Altibacter,null
TOBG_SAT-3034,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_A,null,null
TOBG_RS-439,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_E,null
TOBG_RS-475,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_RS-470,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_RS-473,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_C,null,null,null
TOBG_SAT-179,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Halobacteriovoraceae,null,null
TOBG_SAT-174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,null
TOBG_SAT-176,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SAT-177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SAT-170,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SAT-171,Bacteria,Chloroflexi,novelClass_E,novelOrder_C,null,null,null
TOBG_NP-68,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_NP-69,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_H,null
TOBG_NP-64,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,null
TOBG_NP-65,Archaea,Euryarcheoata,null,null,novelFamily_D,null,null
TOBG_NP-66,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,null,null,null
TOBG_NP-67,Bacteria,Saccharibacteria,null,null,null,null,null
TOBG_NP-60,Bacteria,Poribacteria,null,null,null,null,null
TOBG_NP-61,Bacteria,null,null,null,null,null,null
TOBG_NP-63,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-361,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,novel_familyE1,null,null
TOBG_SP-360,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SP-362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SAT-1367,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_A,null,null,null
TOBG_SAT-1366,Bacteria,Gemmatimonadetes,ÂGemmatimonadetes,Gemmatimonadales,null,null,null
TOBG_SAT-1369,Bacteria,null,null,null,null,null,null
TOBG_SP-163,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,null,null,null
TOBG_SP-162,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_D,null,null
TOBG_SP-160,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_SP-166,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,null
TOBG_SP-165,Bacteria,Chloroflexi,novelClass_E,novelOrder_D,null,null,null
TOBG_SP-164,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null
TOBG_SP-169,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,null
TOBG_ARS-24,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,novel_genusE9,null
TOBG_MED-1094,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_A,null,null
TOBG_MED-1093,Archaea,Euryarcheoata,null,null,novelFamily_F,null,null
TOBG_SP-3112,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,null,null
TOBG_SAT-1510,Archaea,Euryarcheoata,null,null,novelFamily_F,null,null
TOBG_SP-3111,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-3117,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SP-3115,Archaea,Euryarcheoata,null,null,novelFamily_I,null,null
TOBG_SP-3118,Bacteria,Planctomycetes,Phycisphaerae,JL-ENTP-F27,null,null,null
TOBG_SP-3119,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NAT-483,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_NAT-484,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_SP-4360,Bacteria,Chloroflexi,SAR202-2,null,null,null,null
TOBG_SP-4365,Bacteria,Planctomycetes,Phycisphaerae,novelOrder_D,null,null,null
TOBG_SP-4366,Bacteria,Planctomycetes,Phycisphaerae,novelOrder_D,novelFamily_A,null,null
TOBG_RS-307,Bacteria,Actinobacteria,novelClass_A,null,null,null,null
TOBG_NP-1106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_RS-652,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_RS-789,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_ARS-50,Archaea,Pacearchaeota,null,null,null,null,null
TOBG_ARS-51,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_F,null
TOBG_ARS-52,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-53,Eukaryota,null,null,null,null,null,null
TOBG_ARS-54,Archaea,null,null,null,null,null,null
TOBG_ARS-55,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-56,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-57,Bacteria,CandidatePhylaRadiation,null,null,null,null,null
TOBG_ARS-58,Archaea,Euryarcheoata,null,null,novelFamily_H,null,null
TOBG_ARS-59,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Geminicoccus,null
TOBG_SP-4032,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,marinegroup,null
TOBG_MED-824,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_MED-825,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE1,null
TOBG_MED-826,Bacteria,Proteobacteria,novelClass_A,null,null,null,null
TOBG_MED-820,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,null,null,null
TOBG_MED-822,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_C,null,null,null
TOBG_MED-823,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_C,null,null,null
TOBG_MED-828,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_MED-829,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_SAT-25,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_A,novelSpecies_A
TOBG_CPC-1328,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Woeseiaceae,null,null
TOBG_SAT-27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,null
TOBG_SAT-26,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,null
TOBG_NAT-269,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_B,null
TOBG_EAC-2087,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE5,null
TOBG_NAT-263,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_E,null,null,null
TOBG_NAT-262,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_A,null,null,null
TOBG_NAT-265,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,null
TOBG_NAT-264,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null
TOBG_NAT-267,Bacteria,Chloroflexi,SAR202-2,novelOrder_A,null,null,null
TOBG_EAC-84,Bacteria,Chloroflexi,novelClass_E,novelOrder_C,null,null,null
TOBG_EAC-85,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,null,null
TOBG_EAC-86,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_EAC-87,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,null
TOBG_EAC-81,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_EAC-83,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_EAC-88,Bacteria,Acidobacteria,null,null,novelFamily_A,null,null
TOBG_SAT-46,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,null
TOBG_ARS-115,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,null,null
TOBG_ARS-112,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,null,null
TOBG_ARS-113,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,null,null
TOBG_MED-139,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null
TOBG_SAT-147,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,null
TOBG_MED-640,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_MED-641,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_A,null,null,null
TOBG_MED-642,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null
TOBG_MED-643,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_B,null
TOBG_MED-644,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE5,null
TOBG_MED-645,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_MED-646,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE2,null
TOBG_MED-648,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_NP-980,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SP-21,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,0319-6G20,null,null
TOBG_SP-20,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,null
TOBG_SP-23,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_E,null,null
TOBG_SP-22,Bacteria,Epsilonbacteraeota,null,null,null,null,null
TOBG_SP-25,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_A,null,null,null
TOBG_SP-27,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null
TOBG_SP-26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,null
TOBG_SP-29,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_C,null
TOBG_SP-28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null
TOBG_SAT-65,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_SAT-181,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_SAT-180,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Halobacteriovoraceae,null,null
TOBG_SAT-183,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Morazellaceae,Acinetobacter,null
TOBG_SAT-182,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null
TOBG_SAT-185,Bacteria,Proteobacteria,Zetaproteobacteria,null,null,null,null
TOBG_MED-729,Bacteria,Proteobacteria,novelClass_A,null,null,null,null
TOBG_SAT-189,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_SAT-188,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null
TOBG_NAT-176,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,novelGenus_A,null
TOBG_NAT-179,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null
TOBG_CPC-319,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null
TOBG_NAT-178,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,null,null
TOBG_CPC-315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE4,null
TOBG_CPC-316,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_CPC-317,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null
TOBG_CPC-310,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,null
TOBG_CPC-313,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_NAT-104,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_A,novelSpecies_B
TOBG_NAT-105,Bacteria,Saccharibacteria,null,null,null,null,null
TOBG_NAT-106,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null
TOBG_NAT-107,Archaea,Euryarcheoata,null,null,novelFamily_J,null,null
TOBG_NAT-100,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null
TOBG_NAT-101,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_NAT-102,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE5,null
TOBG_NAT-108,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_C,null
TOBG_NAT-109,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,null
TOBG_NP-1444,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null
TOBG_SAT-2797,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_C,null
TOBG_ARS-1279,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,null,null,null
TOBG_EAC-113,Bacteria,SBR1093,null,null,null,null,null
TOBG_EAC-112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null
TOBG_EAC-111,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_EAC-110,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null
TOBG_EAC-117,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_EAC-114,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE2,null
TOBG_EAC-119,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_D,null,null,null
TOBG_MED-1270,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null
TOBG_SAT-3021,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null
TOBG_NAT-35,Archaea,Euryarcheoata,null,null,novelFamily_I,null,null
TOBG_NAT-34,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_C,null,null,null
TOBG_IN-961,Archaea,Euryarcheoata,null,null,novelFamily_A,null,null
TOBG_NAT-36,Archaea,Euryarcheoata,null,null,novelFamily_L,null,null
TOBG_NAT-31,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null
TOBG_NAT-30,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null
TOBG_NAT-33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,null,null
TOBG_NAT-32,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,marinegroup,null
TOBG_NAT-39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,null
TOBG_NAT-38,Bacteria,Marinimicrobia,null,null,null,null,null
TOBG_ARS-1013,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,novelFamily_A,null,null
TOBG_ARS-1012,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null
TOBG_ARS-1015,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,null
